country,country.code,year,economic.group,sdg381_rmnch,sdg381_rmnch_average,health.worker,sdi,total.aid.for.health_rmnch,total.aid.for.health.volatility_rmnch,total.health.spending,government.health.spending,prepaid.private.health.spending,out.of.pocket.health.spending,total.aid.for.health,the_total,ghes_total,ppp_total,oop_total,dah_total,ghes_per_the,ppp_per_the,oop_per_the,dah_per_the,total.aid.for.health.volatility,total.aid,total.aid.volatility,gini.index,people.at.poverty,gdp.per.capita,gdp,vae,pve,gee,rqe,rle,cce,institutional.index,income.group_wb,region_un,country.id_gbd
Algeria,DZA,2012,Quintile 1 (poorest),72.34297180175781,76.21467590332031,45.874,0.611,0.00302470699609328,NA,5.7624721662955505,4.138813184175789,0.08241109881465086,1.536603154708729,0.00464539527193695,8643593,6208137,123615,2304874,6968,71.8,1.4,26.700000000000003,0.1,NA,0.17562234163122176,0.12192233719903668,NA,NA,4025.64,149998,-0.9060266017913818,-1.3250433206558228,-0.4447459280490875,-1.3203890323638916,-0.8126177191734314,-0.5215445160865784,-0.9325740808655576,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2012,Quintile 2,75.46646881103516,76.21467590332031,45.874,0.611,0.00302470699609328,NA,5.7624721662955505,4.138813184175789,0.08241109881465086,1.536603154708729,0.00464539527193695,8643593,6208137,123615,2304874,6968,71.8,1.4,26.700000000000003,0.1,NA,0.17562234163122176,0.12192233719903668,NA,NA,4025.64,149998,-0.9060266017913818,-1.3250433206558228,-0.4447459280490875,-1.3203890323638916,-0.8126177191734314,-0.5215445160865784,-0.9325740808655576,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2012,Quintile 3,76.3410415649414,76.21467590332031,45.874,0.611,0.00302470699609328,NA,5.7624721662955505,4.138813184175789,0.08241109881465086,1.536603154708729,0.00464539527193695,8643593,6208137,123615,2304874,6968,71.8,1.4,26.700000000000003,0.1,NA,0.17562234163122176,0.12192233719903668,NA,NA,4025.64,149998,-0.9060266017913818,-1.3250433206558228,-0.4447459280490875,-1.3203890323638916,-0.8126177191734314,-0.5215445160865784,-0.9325740808655576,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2012,Quintile 4,79.2207260131836,76.21467590332031,45.874,0.611,0.00302470699609328,NA,5.7624721662955505,4.138813184175789,0.08241109881465086,1.536603154708729,0.00464539527193695,8643593,6208137,123615,2304874,6968,71.8,1.4,26.700000000000003,0.1,NA,0.17562234163122176,0.12192233719903668,NA,NA,4025.64,149998,-0.9060266017913818,-1.3250433206558228,-0.4447459280490875,-1.3203890323638916,-0.8126177191734314,-0.5215445160865784,-0.9325740808655576,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2012,Quintile 5 (richest),79.57960510253906,76.21467590332031,45.874,0.611,0.00302470699609328,NA,5.7624721662955505,4.138813184175789,0.08241109881465086,1.536603154708729,0.00464539527193695,8643593,6208137,123615,2304874,6968,71.8,1.4,26.700000000000003,0.1,NA,0.17562234163122176,0.12192233719903668,NA,NA,4025.64,149998,-0.9060266017913818,-1.3250433206558228,-0.4447459280490875,-1.3203890323638916,-0.8126177191734314,-0.5215445160865784,-0.9325740808655576,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2019,Quintile 1 (poorest),65.17463684082031,66.15912628173828,55.946,0.652,4.989963688851801e-4,NA,5.932300006766052,3.8958027921243152,0.08982442093867701,1.9403132682288728,0.00635952547418751,10521290,6909440,159309,3441262,11279,65.7,1.5,32.7,0.1,NA,0.1581677529939782,0.120686756122464,NA,NA,4153,177356,-1.0535237789154053,-1.0443426370620728,-0.5414189100265503,-1.3732773065567017,-0.8485349416732788,-0.6356943845748901,-0.968247759100983,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2019,Quintile 2,67.76292419433594,66.15912628173828,55.946,0.652,4.989963688851801e-4,NA,5.932300006766052,3.8958027921243152,0.08982442093867701,1.9403132682288728,0.00635952547418751,10521290,6909440,159309,3441262,11279,65.7,1.5,32.7,0.1,NA,0.1581677529939782,0.120686756122464,NA,NA,4153,177356,-1.0535237789154053,-1.0443426370620728,-0.5414189100265503,-1.3732773065567017,-0.8485349416732788,-0.6356943845748901,-0.968247759100983,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2019,Quintile 3,63.738250732421875,66.15912628173828,55.946,0.652,4.989963688851801e-4,NA,5.932300006766052,3.8958027921243152,0.08982442093867701,1.9403132682288728,0.00635952547418751,10521290,6909440,159309,3441262,11279,65.7,1.5,32.7,0.1,NA,0.1581677529939782,0.120686756122464,NA,NA,4153,177356,-1.0535237789154053,-1.0443426370620728,-0.5414189100265503,-1.3732773065567017,-0.8485349416732788,-0.6356943845748901,-0.968247759100983,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2019,Quintile 4,66.3763427734375,66.15912628173828,55.946,0.652,4.989963688851801e-4,NA,5.932300006766052,3.8958027921243152,0.08982442093867701,1.9403132682288728,0.00635952547418751,10521290,6909440,159309,3441262,11279,65.7,1.5,32.7,0.1,NA,0.1581677529939782,0.120686756122464,NA,NA,4153,177356,-1.0535237789154053,-1.0443426370620728,-0.5414189100265503,-1.3732773065567017,-0.8485349416732788,-0.6356943845748901,-0.968247759100983,Lower middle income,Northern Africa and Western Asia,139
Algeria,DZA,2019,Quintile 5 (richest),67.83307647705078,66.15912628173828,55.946,0.652,4.989963688851801e-4,NA,5.932300006766052,3.8958027921243152,0.08982442093867701,1.9403132682288728,0.00635952547418751,10521290,6909440,159309,3441262,11279,65.7,1.5,32.7,0.1,NA,0.1581677529939782,0.120686756122464,NA,NA,4153,177356,-1.0535237789154053,-1.0443426370620728,-0.5414189100265503,-1.3732773065567017,-0.8485349416732788,-0.6356943845748901,-0.968247759100983,Lower middle income,Northern Africa and Western Asia,139
Angola,AGO,2015,Quintile 1 (poorest),22.483388900756836,45.52533721923828,41.494,0.432,0.04334820370389285,NA,2.4597124610379892,1.2270850548854697,0.40199474021497567,0.7337103108775412,0.0969223550600027,2145344,1070255,350617,639937,84535,49.9,16.3,29.799999999999997,4,NA,0.5854667461742448,0.3723159521828928,NA,NA,3100.83,87219.300385,-1.1770870685577393,-0.5008977651596069,-0.8931829929351807,-0.8423448204994202,-1.0138009786605835,-1.4092695713043213,-1.0455058007537374,Lower middle income,Sub-Saharan Africa,168
Angola,AGO,2015,Quintile 2,32.193115234375,45.52533721923828,41.494,0.432,0.04334820370389285,NA,2.4597124610379892,1.2270850548854697,0.40199474021497567,0.7337103108775412,0.0969223550600027,2145344,1070255,350617,639937,84535,49.9,16.3,29.799999999999997,4,NA,0.5854667461742448,0.3723159521828928,NA,NA,3100.83,87219.300385,-1.1770870685577393,-0.5008977651596069,-0.8931829929351807,-0.8423448204994202,-1.0138009786605835,-1.4092695713043213,-1.0455058007537374,Lower middle income,Sub-Saharan Africa,168
Angola,AGO,2015,Quintile 3,46.76578521728515,45.52533721923828,41.494,0.432,0.04334820370389285,NA,2.4597124610379892,1.2270850548854697,0.40199474021497567,0.7337103108775412,0.0969223550600027,2145344,1070255,350617,639937,84535,49.9,16.3,29.799999999999997,4,NA,0.5854667461742448,0.3723159521828928,NA,NA,3100.83,87219.300385,-1.1770870685577393,-0.5008977651596069,-0.8931829929351807,-0.8423448204994202,-1.0138009786605835,-1.4092695713043213,-1.0455058007537374,Lower middle income,Sub-Saharan Africa,168
Angola,AGO,2015,Quintile 4,60.83815002441406,45.52533721923828,41.494,0.432,0.04334820370389285,NA,2.4597124610379892,1.2270850548854697,0.40199474021497567,0.7337103108775412,0.0969223550600027,2145344,1070255,350617,639937,84535,49.9,16.3,29.799999999999997,4,NA,0.5854667461742448,0.3723159521828928,NA,NA,3100.83,87219.300385,-1.1770870685577393,-0.5008977651596069,-0.8931829929351807,-0.8423448204994202,-1.0138009786605835,-1.4092695713043213,-1.0455058007537374,Lower middle income,Sub-Saharan Africa,168
Angola,AGO,2015,Quintile 5 (richest),71.1050033569336,45.52533721923828,41.494,0.432,0.04334820370389285,NA,2.4597124610379892,1.2270850548854697,0.40199474021497567,0.7337103108775412,0.0969223550600027,2145344,1070255,350617,639937,84535,49.9,16.3,29.799999999999997,4,NA,0.5854667461742448,0.3723159521828928,NA,NA,3100.83,87219.300385,-1.1770870685577393,-0.5008977651596069,-0.8931829929351807,-0.8423448204994202,-1.0138009786605835,-1.4092695713043213,-1.0455058007537374,Lower middle income,Sub-Saharan Africa,168
Bangladesh,BGD,1994,Quintile 1 (poorest),40.13180923461914,43.821048736572266,16.499,0.297,0.2875971745665317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6638906442124712,0.7484443399944809,NA,NA,542.45,62715.845617,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1994,Quintile 2,39.682804107666016,43.821048736572266,16.499,0.297,0.2875971745665317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6638906442124712,0.7484443399944809,NA,NA,542.45,62715.845617,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1994,Quintile 3,42.325592041015625,43.821048736572266,16.499,0.297,0.2875971745665317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6638906442124712,0.7484443399944809,NA,NA,542.45,62715.845617,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1994,Quintile 4,44.084625244140625,43.821048736572266,16.499,0.297,0.2875971745665317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6638906442124712,0.7484443399944809,NA,NA,542.45,62715.845617,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1994,Quintile 5 (richest),56.43753433227539,43.821048736572266,16.499,0.297,0.2875971745665317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6638906442124712,0.7484443399944809,NA,NA,542.45,62715.845617,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1997,Quintile 1 (poorest),41.42145156860352,46.197235107421875,17.326,0.317,0.05656945457265687,NA,2.7866594965593143,0.7470440065727926,0.10582954453233397,1.7252058724159265,0.2085800730382616,2006493,537898,76201,1242209,150185,26.8,3.8,61.9,7.5,NA,2.4069100201730507,0.563566514962464,NA,NA,590,72003.522586,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1997,Quintile 2,41.04751968383789,46.197235107421875,17.326,0.317,0.05656945457265687,NA,2.7866594965593143,0.7470440065727926,0.10582954453233397,1.7252058724159265,0.2085800730382616,2006493,537898,76201,1242209,150185,26.8,3.8,61.9,7.5,NA,2.4069100201730507,0.563566514962464,NA,NA,590,72003.522586,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1997,Quintile 3,45.973670959472656,46.197235107421875,17.326,0.317,0.05656945457265687,NA,2.7866594965593143,0.7470440065727926,0.10582954453233397,1.7252058724159265,0.2085800730382616,2006493,537898,76201,1242209,150185,26.8,3.8,61.9,7.5,NA,2.4069100201730507,0.563566514962464,NA,NA,590,72003.522586,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1997,Quintile 4,47.95152282714844,46.197235107421875,17.326,0.317,0.05656945457265687,NA,2.7866594965593143,0.7470440065727926,0.10582954453233397,1.7252058724159265,0.2085800730382616,2006493,537898,76201,1242209,150185,26.8,3.8,61.9,7.5,NA,2.4069100201730507,0.563566514962464,NA,NA,590,72003.522586,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,1997,Quintile 5 (richest),59.29411697387695,46.197235107421875,17.326,0.317,0.05656945457265687,NA,2.7866594965593143,0.7470440065727926,0.10582954453233397,1.7252058724159265,0.2085800730382616,2006493,537898,76201,1242209,150185,26.8,3.8,61.9,7.5,NA,2.4069100201730507,0.563566514962464,NA,NA,590,72003.522586,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2000,Quintile 1 (poorest),40.380104064941406,48.60247421264648,19.733,0.336,0.18357776170092785,NA,2.6604296117755624,0.6705037535662007,0.08287304089577457,1.5971700187002902,0.3098816004892689,2220496,559628,69169,1333059,258639,25.2,3.1,60,11.7,NA,2.3480714889203265,0.265792292461232,33.4,48.9,646.04,83463.813144,-0.2279244959354401,-0.7262612581253052,-0.6076522469520569,-0.9412081241607666,-0.991129994392395,-1.2120826244354248,-0.8429564398165775,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2000,Quintile 2,46.08072280883789,48.60247421264648,19.733,0.336,0.18357776170092785,NA,2.6604296117755624,0.6705037535662007,0.08287304089577457,1.5971700187002902,0.3098816004892689,2220496,559628,69169,1333059,258639,25.2,3.1,60,11.7,NA,2.3480714889203265,0.265792292461232,33.4,48.9,646.04,83463.813144,-0.2279244959354401,-0.7262612581253052,-0.6076522469520569,-0.9412081241607666,-0.991129994392395,-1.2120826244354248,-0.8429564398165775,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2000,Quintile 3,46.4024772644043,48.60247421264648,19.733,0.336,0.18357776170092785,NA,2.6604296117755624,0.6705037535662007,0.08287304089577457,1.5971700187002902,0.3098816004892689,2220496,559628,69169,1333059,258639,25.2,3.1,60,11.7,NA,2.3480714889203265,0.265792292461232,33.4,48.9,646.04,83463.813144,-0.2279244959354401,-0.7262612581253052,-0.6076522469520569,-0.9412081241607666,-0.991129994392395,-1.2120826244354248,-0.8429564398165775,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2000,Quintile 4,51.06192398071289,48.60247421264648,19.733,0.336,0.18357776170092785,NA,2.6604296117755624,0.6705037535662007,0.08287304089577457,1.5971700187002902,0.3098816004892689,2220496,559628,69169,1333059,258639,25.2,3.1,60,11.7,NA,2.3480714889203265,0.265792292461232,33.4,48.9,646.04,83463.813144,-0.2279244959354401,-0.7262612581253052,-0.6076522469520569,-0.9412081241607666,-0.991129994392395,-1.2120826244354248,-0.8429564398165775,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2000,Quintile 5 (richest),65.453338623046875,48.60247421264648,19.733,0.336,0.18357776170092785,NA,2.6604296117755624,0.6705037535662007,0.08287304089577457,1.5971700187002902,0.3098816004892689,2220496,559628,69169,1333059,258639,25.2,3.1,60,11.7,NA,2.3480714889203265,0.265792292461232,33.4,48.9,646.04,83463.813144,-0.2279244959354401,-0.7262612581253052,-0.6076522469520569,-0.9412081241607666,-0.991129994392395,-1.2120826244354248,-0.8429564398165775,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2004,Quintile 1 (poorest),43.69611358642578,52.2602424621582,23.064,0.362,0.07430387439353636,NA,2.8482799844585913,0.6997230441236538,0.0904091574763143,1.8792601890871417,0.17888859001564103,2859018,702361,90750,1886345,179563,24.6,3.2,66,6.3,NA,2.3285712862508343,0.3252408593249355,NA,NA,723.23,100377,-0.6721457839012146,-1.3604763746261597,-0.9374966025352478,-1.1759122610092163,-1.1224820613861084,-1.59711492061615,-1.224709831884934,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2004,Quintile 2,48.77226638793945,52.2602424621582,23.064,0.362,0.07430387439353636,NA,2.8482799844585913,0.6997230441236538,0.0904091574763143,1.8792601890871417,0.17888859001564103,2859018,702361,90750,1886345,179563,24.6,3.2,66,6.3,NA,2.3285712862508343,0.3252408593249355,NA,NA,723.23,100377,-0.6721457839012146,-1.3604763746261597,-0.9374966025352478,-1.1759122610092163,-1.1224820613861084,-1.59711492061615,-1.224709831884934,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2004,Quintile 3,51.4716682434082,52.2602424621582,23.064,0.362,0.07430387439353636,NA,2.8482799844585913,0.6997230441236538,0.0904091574763143,1.8792601890871417,0.17888859001564103,2859018,702361,90750,1886345,179563,24.6,3.2,66,6.3,NA,2.3285712862508343,0.3252408593249355,NA,NA,723.23,100377,-0.6721457839012146,-1.3604763746261597,-0.9374966025352478,-1.1759122610092163,-1.1224820613861084,-1.59711492061615,-1.224709831884934,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2004,Quintile 4,57.00029754638672,52.2602424621582,23.064,0.362,0.07430387439353636,NA,2.8482799844585913,0.6997230441236538,0.0904091574763143,1.8792601890871417,0.17888859001564103,2859018,702361,90750,1886345,179563,24.6,3.2,66,6.3,NA,2.3285712862508343,0.3252408593249355,NA,NA,723.23,100377,-0.6721457839012146,-1.3604763746261597,-0.9374966025352478,-1.1759122610092163,-1.1224820613861084,-1.59711492061615,-1.224709831884934,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2004,Quintile 5 (richest),67.12042999267578,52.2602424621582,23.064,0.362,0.07430387439353636,NA,2.8482799844585913,0.6997230441236538,0.0904091574763143,1.8792601890871417,0.17888859001564103,2859018,702361,90750,1886345,179563,24.6,3.2,66,6.3,NA,2.3285712862508343,0.3252408593249355,NA,NA,723.23,100377,-0.6721457839012146,-1.3604763746261597,-0.9374966025352478,-1.1759122610092163,-1.1224820613861084,-1.59711492061615,-1.224709831884934,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2006,Quintile 1 (poorest),NA,NA,25.047,0.376,0.12012939196297076,NA,2.997061505014377,0.7030401851462235,0.09951697173714846,2.025153411880216,0.16935093625078898,3418808,801972,113521,2310133,193182,23.5,3.3000000000000003,67.60000000000001,5.7,NA,1.6238253033172032,0.447175849412644,NA,NA,799.78,114072,-0.4512365162372589,-1.5070973634719849,-0.8366588354110718,-1.005542516708374,-0.9075640439987184,-1.442982792854309,-1.0904993756084398,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2006,Quintile 2,NA,NA,25.047,0.376,0.12012939196297076,NA,2.997061505014377,0.7030401851462235,0.09951697173714846,2.025153411880216,0.16935093625078898,3418808,801972,113521,2310133,193182,23.5,3.3000000000000003,67.60000000000001,5.7,NA,1.6238253033172032,0.447175849412644,NA,NA,799.78,114072,-0.4512365162372589,-1.5070973634719849,-0.8366588354110718,-1.005542516708374,-0.9075640439987184,-1.442982792854309,-1.0904993756084398,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2006,Quintile 3,NA,NA,25.047,0.376,0.12012939196297076,NA,2.997061505014377,0.7030401851462235,0.09951697173714846,2.025153411880216,0.16935093625078898,3418808,801972,113521,2310133,193182,23.5,3.3000000000000003,67.60000000000001,5.7,NA,1.6238253033172032,0.447175849412644,NA,NA,799.78,114072,-0.4512365162372589,-1.5070973634719849,-0.8366588354110718,-1.005542516708374,-0.9075640439987184,-1.442982792854309,-1.0904993756084398,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2006,Quintile 4,NA,NA,25.047,0.376,0.12012939196297076,NA,2.997061505014377,0.7030401851462235,0.09951697173714846,2.025153411880216,0.16935093625078898,3418808,801972,113521,2310133,193182,23.5,3.3000000000000003,67.60000000000001,5.7,NA,1.6238253033172032,0.447175849412644,NA,NA,799.78,114072,-0.4512365162372589,-1.5070973634719849,-0.8366588354110718,-1.005542516708374,-0.9075640439987184,-1.442982792854309,-1.0904993756084398,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2006,Quintile 5 (richest),NA,NA,25.047,0.376,0.12012939196297076,NA,2.997061505014377,0.7030401851462235,0.09951697173714846,2.025153411880216,0.16935093625078898,3418808,801972,113521,2310133,193182,23.5,3.3000000000000003,67.60000000000001,5.7,NA,1.6238253033172032,0.447175849412644,NA,NA,799.78,114072,-0.4512365162372589,-1.5070973634719849,-0.8366588354110718,-1.005542516708374,-0.9075640439987184,-1.442982792854309,-1.0904993756084398,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2007,Quintile 1 (poorest),52.47233581542969,58.23728942871094,26.007,0.384,0.08894811830598409,NA,2.9285013592741804,0.6751506665356523,0.0963029379974452,2.0488732763420785,0.10817447839900428,3576403,824521,117609,2502166,132107,23.1,3.3000000000000003,70,3.7,NA,1.5622809603353969,0.3777197140582183,NA,NA,847.28,122124,-0.5734999179840088,-1.5430716276168823,-0.7062973380088806,-0.9531678557395936,-0.8271559476852417,-1.0632399320602417,-0.9967382178838824,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2007,Quintile 2,53.633541107177734,58.23728942871094,26.007,0.384,0.08894811830598409,NA,2.9285013592741804,0.6751506665356523,0.0963029379974452,2.0488732763420785,0.10817447839900428,3576403,824521,117609,2502166,132107,23.1,3.3000000000000003,70,3.7,NA,1.5622809603353969,0.3777197140582183,NA,NA,847.28,122124,-0.5734999179840088,-1.5430716276168823,-0.7062973380088806,-0.9531678557395936,-0.8271559476852417,-1.0632399320602417,-0.9967382178838824,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2007,Quintile 3,55.944339752197266,58.23728942871094,26.007,0.384,0.08894811830598409,NA,2.9285013592741804,0.6751506665356523,0.0963029379974452,2.0488732763420785,0.10817447839900428,3576403,824521,117609,2502166,132107,23.1,3.3000000000000003,70,3.7,NA,1.5622809603353969,0.3777197140582183,NA,NA,847.28,122124,-0.5734999179840088,-1.5430716276168823,-0.7062973380088806,-0.9531678557395936,-0.8271559476852417,-1.0632399320602417,-0.9967382178838824,Lower middle income,Central and Southern Asia,161
Bangladesh,BGD,2007,Quintile 4,61.76093292236328,58.23728942871094,26.007,0.384,0.08894811830598409,NA,2.9285013592741804,0.6751506665356523,0.0963029379974452,2.0488732763420785,0.10817447839900428,3576403,824521,117609,2502166,132107,23.1,3.3000000000000003,70,3.7,NA,1.5622809603353969,0.3777197140582183,NA,NA,847.28,122124,-0.5734999179840088,-1.5430716276168823,-0.7062973380088806,-0.9531678557395936,-0.8271559476852417,-1.0632399320602417,-0.9967382178838824,Lower middle income,Central and Southern Asia,161
