Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Algeria,DZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,23999022855.6374,20733849882.5365,16652382861.0941,22366436351.5051,23672504945.1814,25141833231.1379,23933775449.7785,26196226282.9101,29024433369.0374,31472145185.4519,34261413498.4257,30379006337.699,38710135764.2023,40186221485.3555,43198145714.2485,45377639735.873,49183351878.8963,51769700728.4733,56540193593.3343,60768171202.0966,61248608600.2871,63086064462.5016,67123575183.9983,70748250274.0931,74710149834.0455,77474423327.0256,77784321797.243,77239833468.8772,76467430893.2101,79831999504.6666,80470655963.8669,79505007621.1313,80936099589.4618,79236440884.6883,78523315648.4244,81507197551.8748,84848991404.3994,85782330258.3513,90157232197.4476,93042265026.6936,96577871097.4267,99475207230.553,105045818835.471,112609117792.114,117451309856.916,124380937138.085,126495413070.052,130796257113.875,133935367284.719,136078333161.777,140977153155.65,145065490596.406,149997717277.114,154197653360.873,160057164188.845,165979279263.174,171290616199.707,173517394210.164,175599602941.537,177355598970.499,168310463422.672,174201329643.303,..
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12804.4358444426,12980.7222956862,13105.1690778892,13136.4800805944,12690.5291104991,13029.6162843735,12795.0245577508,12378.1701945665,12532.3111237111,12656.6881389142,12247.6352882148,12098.2751505435,12494.9802110307,13101.5418159165,13116.4309769201,12442.8576653719,13049.3301536176,13288.3565565116,14303.6270325756,14396.3685581274,..
American Samoa,ASM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,744923664.122138,752116030.534351,755198473.282443,752116030.534351,721291603.053435,734648854.961832,715126717.557252,685329770.992367,687384732.824428,687384732.824428,657587786.259542,641148091.603054,652450381.679389,673000000,661697709.923664,615461068.70229,631900763.358779,628818320.610687,660670229.007634,648340458.015267,..
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,43258.7266666862,42165.9656650148,42586.4587148121,42965.7664924277,42570.1823319721,40266.0785099297,39247.7658783569,38203.4908956461,36828.6905599556,35151.9041186742,34446.224319072,33120.8120809464,32134.025522123,31219.4315386345,30459.010326192,30007.9227830392,29763.9691533828,30076.2393750304,30323.1791995902,30565.0033602497,30577.9386605777,30301.5096753909,29595.9047267703,28363.2263879503,28144.2627127457,28051.2787074328,28797.7389234849,31149.2320440578,31895.8542125587,32966.1060275923,33901.0424445519,35722.3871335863,35749.7870466881,37250.1473703805,38696.3410489141,39306.9848739107,40994.2849318779,42724.3976569111,41470.273367003,40442.6246189784,40937.1116168449,41486.0348462446,39174.7418302392,37597.5561335484,38402.496869184,38885.3760140905,39886.4818035358,39321.4582703477,39319.9364136952,39413.6344732996,34394.2775534697,36839.8762185682,..
Andorra,AND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,859118311.600388,899062719.909445,972334025.37659,1048063942.04979,1106952451.17827,1112954410.01446,1149724053.64059,1182359839.72935,1199657766.29999,1200156310.41977,1226664494.22647,1225039476.43796,1240309117.1029,1262264055.97007,1284791514.56911,1314617089.20216,1357385813.24002,1432681662.62957,1505667139.97645,1578346208.51994,1638029596.10849,1679733887.34562,1695342210.46359,1677855020.20559,1717841363.19786,1765210866.50133,1847288558.72479,2014794627.07375,2079163152.69985,2164389691.24157,2240757202.45755,2422692295.39982,2532836662.47081,2753046641.70271,2977025605.91611,3137719374.5448,3288602531.52017,3339680716.04543,3154021640.92742,2986768713.36079,2927781285.72513,2927545020.99495,2781915941.59078,2683224788.58295,2750425228.26783,2789870187.50693,2893365390.02848,2903378514.30766,2949506390.20052,3008955096.59511,2672435365.90459,2911602777.05832,..
Angola,AGO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,..,..,..,..,..,..,..,42.7,..,..,..,..,..,..,..,..,..,51.3,..,..,..,..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3,..,..,..,..
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2657.0545821115,2451.44245526579,2364.94474896605,2376.7291872836,2430.01020238189,2426.03774165296,2408.94352733045,2422.54248032412,2485.89135640114,2404.48058794991,2245.14986233344,2193.2307318334,1999.16723697919,1472.40418926403,1445.1555674591,1608.1463161945,1766.15405420205,1832.48231220505,1856.55977569568,1836.82965292745,1832.51410187734,1847.87473575957,2031.5037258263,2022.03568436553,2166.14771567742,2404.63116884787,2587.72505707158,2844.81835453549,3048.59400223225,2963.31598756858,2993.42097429645,2983.03261091412,3118.34369907577,3152.70432737825,3185.12240136461,3100.83068530533,2914.41545872801,2808.52175326664,2677.17781589774,2569.69134652945,2347.78703247628,2299.6405718262,..
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22133389550.5542,21159520140.6011,21159520140.6011,22048220288.778,23371113983.4687,24189102853.7176,24890587257.9629,25906807369.5075,27494607219.4406,27506050876.8918,26557064977.2921,26820340911.2945,25254494115.3102,19197603368.7555,19454729048.957,22372938411.9159,25403211915.5071,27251112007.2188,28529501580.986,29151869724.6872,30042349802.0514,31305930600.9727,35584101640.5913,36648066279.645,40661029539.4454,46772382275.3821,52174592427.1967,59484252830.737,66128643868.489,66697350207.1816,69938841426.3426,72365719224.7854,78545751648.6805,82433766353.3677,86407073890.4684,87219300384.5072,84969042437.6887,84841588874.3396,83724808772.3459,83138735112.7792,78482965946.1149,79346278571.5219,..
Antigua and Barbuda,ATG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5400.58325928089,5618.7465999122,6046.40926549427,6511.66277959622,6740.65174628264,6718.98528820778,7060.23527120705,7783.38175635573,8418.77129229691,9435.14689370455,10116.4772771084,10705.5954270543,11329.1481410366,11727.1092924402,11924.7388744863,11871.6584152776,12275.3959242182,12853.283788342,12054.6163013293,12592.9995890606,13017.211571059,13378.7153617669,13639.9959349697,14247.973013193,13392.9817167531,13358.8143713235,14010.8490580853,14656.292617304,15423.8000243913,17163.3978251358,18505.7906655862,18228.6491331364,15804.4451442561,14367.9514959487,13918.5965270244,14232.9695942318,14015.8793149044,14427.4069090612,14861.8827074704,15570.9040636643,15962.6801186395,16967.0862296598,17697.2311549703,14040.3675461654,14692.4156212259,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,346269196.835313,361448350.025752,390652456.23432,422535286.105219,438654653.041089,438286129.335081,461795868.619111,508737398.358923,547624235.021329,610567225.785409,651025662.213755,684965406.613787,720941671.103003,742654377.271652,758818833.53906,767609561.473437,808138415.274982,862095450.251678,824511645.778324,878966185.317249,927059773.667679,970920131.234148,1006918139.9154,1069381614.5052,1020746101.54234,1031233675.39432,1093897040.21001,1156982395.5026,1231883484.14811,1388433067.06436,1517770927.22872,1517553268.98274,1336012965.82455,1231261603.44532,1207145958.1923,1247861376.20468,1240363271.73109,1287444082.93699,1336692592.59259,1410163355.6217,1454503449.73032,1554626242.87881,1630215842.3024,1301036618.29788,1369612291.79505,..
Argentina,ARG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,..,42.8,45.3,..,..,..,46.8,45.5,44.9,45.9,48.9,49.5,49.1,50.7,49.8,51.1,53.3,53.8,50.9,48.4,47.7,46.3,46.2,44.9,43.7,43.6,42.6,41.3,40.9,41.6,..,42,41.1,41.3,42.9,42.3,42,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,25.7,32,35.5,42,37.3,..
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7410.30502869639,7687.5173380417,7498.8400606558,6986.56480206001,7572.2311661756,8241.52933666809,8059.45043146279,8187.37335067668,8450.03706417302,9126.18647909255,9257.89557164576,9628.03783789492,9630.01036600914,9739.41627064185,10105.0495075297,9935.93863469002,9581.84140311136,10083.8151828918,9476.06343622627,10278.9246238181,10270.9561180014,9585.20677182144,9366.17037951494,9622.34731895272,9624.40455636866,8987.93370569176,9397.88360849477,9507.33981264281,9262.96392660836,8473.02656895128,8144.49429397801,8762.66138351332,9327.8594509636,9957.25652230492,10397.3792874496,9969.33157579723,10388.5387104408,11097.3820634618,11391.9451576314,10880.2062074837,10672.7220353121,10090.6534434286,8895.31964210751,9581.96979219468,10341.6434058805,11141.3106718375,11913.9585322637,12857.0925770961,13246.6348917152,12336.8619385237,13551.3391940229,14200.2698890608,13895.6337072986,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13105.397163317,12716.2242038544,11341.2683655863,12402.4907912317,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,150797810295.884,158982878499.524,157628310158.567,149261089202.812,164381681831.918,181755894112.433,180556802912.311,186320169964.576,195305461613.156,214210104570.482,220734180309.322,233223609573.669,237021461356.448,243685921868.226,257171024124.452,257097956426.363,251909073021.038,269376820356.431,257238364643.474,283535234199.299,287841521828.634,272903153784.458,270895516738.16,282677015450.457,287117132733.287,272218554792.861,288969188904.054,296785426416.393,293550663101.649,272541389928.67,265817211205.311,290094591011.844,313120244489.89,338817957426.035,358592053441.545,348389357874.283,367643757074.802,397463514160.866,412766570325.764,398792535409.293,395646066535.875,378202665751.853,336999433710.193,366780211148.674,399898899166.738,435296589745.339,470325565798.353,512690850741.56,533491913656.279,501917060966.235,552738161802.463,585924294024.785,579910247223.428,593858966307.156,578937574935.696,594749285413.212,582376550428.09,598790850843.677,583118120294.002,571450737224.442,514630046744.607,568142562825.363,..
Armenia,ARM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.2,..,35.4,34.8,33,37.5,36,29.7,31.2,29.2,28,30,29.4,29.6,30.6,31.5,32.4,32.5,33.6,34.4,30,25.1,27.9,..
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4,27,26.5,..
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1641.98316944805,1425.38676225741,839.57204217232,791.647007749424,855.081053472444,928.092510170958,989.64235772034,1031.09827394605,1116.90720859788,1166.18797873134,1249.61214756857,1385.04481436446,1582.05764484309,1815.78825107558,2018.4601704343,2312.9828952133,2636.25668680987,3019.46560486589,3250.49865862103,2810.19288167278,2889.56627049421,3043.26283071032,3278.67049613397,3402.08390435316,3538.5294441069,3666.1418758065,3689.8301361784,3985.91675673291,4215.89945615491,4561.96786576599,4256.13129015707,4522.31910742549,..
Armenia,ARM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5839777179.4856,5156523338.13202,3001096441.20728,2736999990.59546,2884798066.15368,3083849087.13088,3264729194.59891,3373153453.15604,3619393654.82187,3738833645.45205,3959424830.6504,4339529614.36417,4912347523.37066,5600076176.7187,6188084175.20809,7048227875.50714,7978593955.03646,9071661326.99986,9697605958.60182,8330243518.3711,8513508875.79318,8913643792.84258,9555426146.01325,9870755208.83169,10226102396.4079,10553337672.9872,10574444348.3148,11367527674.612,11958639113.6524,12867495686.1153,11941035996.715,12621675048.5277,..
Aruba,ABW,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15221.8506766724,17697.5234495471,21036.3874477136,23491.6646758167,24007.4957081744,25097.2721099909,25692.2384598819,26743.7228041228,28027.5156353729,27868.5430751046,27358.5421213954,28413.1440057025,28121.3155796027,27646.1956456575,29005.9333738747,29693.1399149667,29059.4865095137,29093.5782378862,30931.9364997363,30505.3391939872,30490.3658419122,31051.0015717696,31230.193038317,27243.3332022516,26200.7273001561,26829.634480299,26337.5850592423,27821.7915999069,27624.3773003771,28421.3864931862,28852.2370667381,30270.9416008153,31705.2790531117,31762.7340256358,25823.634823564,30271.8334746536,..
Aruba,ABW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,982616126.731236,1140605386.32331,1353312877.28631,1517467571.39906,1577580557.97556,1703201274.47242,1803389601.97603,1935175782.10633,2093935693.11871,2147271243.93681,2172733339.65486,2325843142.0188,2372173575.71739,2401542077.15133,2584457669.54561,2692900552.02825,2667108731.32967,2697003796.23029,2893373340.18533,2882235963.0655,2915061916.68186,3005333289.12687,3060433996.98291,2702865573.66179,2629007178.02497,2717520017.24052,2689383485.56935,2862305919.79842,2861719742.05527,2963128491.62011,3025849510.13709,3191737811.44837,3359554779.02582,3380888935.15673,2752412117.66957,3225070322.88917,..
Australia,AUS,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.3,..,..,..,32.5,..,..,..,33.2,..,..,..,..,..,32.6,..,..,..,..,..,33.5,..,33.5,33.1,..,..,..,35.4,..,34.7,..,..,..,34.4,..,33.7,..,34.3,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19948.5521704271,20041.0477263408,19811.0366801338,20642.8003423317,21654.5447003646,22504.2127128897,22519.5200985746,23639.0816307811,24408.8331346486,25587.3842565237,26888.5061280197,27034.8198211276,27580.3037890559,27873.3294086751,28292.7861397419,28320.0379331335,28763.3302202345,29463.4897220942,29382.9582511276,30244.3700920325,30784.9179244682,31319.9852017245,31805.1015862418,30674.9116285939,31700.5510286466,32932.160264823,33746.6465423886,34087.8232293011,35465.3368046923,36221.3657255625,36965.6401068859,36357.6466147174,36106.9584544219,37235.6570442241,38346.8799364343,39396.2420319209,40422.0375528353,41551.6388062748,43037.4500298438,44679.0642274232,45893.8117477327,46233.2485098235,47535.789569256,48454.2822039911,49960.3802401927,50912.4668971149,51606.6655259147,52587.7859971238,53383.7075020818,53272.984733549,53607.9847584907,54132.5217536452,55271.3661365871,55729.1929884612,56320.1102887168,56710.4457244504,57356.0512417034,57703.0343638334,58481.0344237649,58870.0216937531,58117.4520268812,59341.2377401658,..
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,205000837562.694,210090303315.231,212810156017.997,226038663748.532,241816300668.972,256277974374.387,262374928668.493,278917524161.586,293125677113.996,313778093137.75,336294546143.142,349749464025.928,363425663028.39,372945147488.072,388261904195.678,393450287005.023,403635812980.55,418145846135.961,421880514569.69,438966787515.76,452292014146.286,467396282361.488,482936518345.587,472193393257.235,493875279390.738,519943221095.028,540565595642.27,554400061935.625,586318764370.409,609041111397.75,630823380025.941,628406872964.054,631100347785.005,656643662728.74,682784143608.023,709324689028.176,736682216065.674,765507379138.636,800822966576.12,840514351519.241,873304256772.879,891132041285.544,926720200168.456,955554155868.69,995846370342.055,1027252902238.25,1055406162043.85,1095278528564.99,1134361024069.53,1155579099114.44,1181077718202.88,1209321835156.96,1256509667568.29,1288911964503.03,1322153224623.29,1350615691821.28,1387494901475.28,1419160083157.06,1460075108728.85,1491779124514.41,1491020027693.27,1524362403027.16,..
